"ZoteroID","Title","Publication Year","Author"
"WGN84799","R_Script_S3.",2012,"Caicedo-Herrera, Dalila; Perea-Sicchar, Carlos M.; Garcia-Davila, Carmen R.; Trujillo, Fernando; Caballero, Susana J.; Satizabal, Paula; Mignucci-Giannoni, Antonio A.; Duchene, Sebastian"
"6XAX98ZF","R_Script_S2.",2012,"Caicedo-Herrera, Dalila; Perea-Sicchar, Carlos M.; Garcia-Davila, Carmen R.; Trujillo, Fernando; Caballero, Susana J.; Satizabal, Paula; Mignucci-Giannoni, Antonio A.; Duchene, Sebastian"
"TTS3PMUD","R_Script_S1.",2012,"Caicedo-Herrera, Dalila; Perea-Sicchar, Carlos M.; Garcia-Davila, Carmen R.; Trujillo, Fernando; Caballero, Susana J.; Satizabal, Paula; Mignucci-Giannoni, Antonio A.; Duchene, Sebastian"
"4US48CXP","RADIOGRAPHIC MONITORING OF RADIUS FRACTURE IN AMAZON MANATEE (TRICHECHUS INUNGUIS)",2010,"Lacreta Jr, A. C. C.; de Andrade, M. C. M.; Legatzki, K.; Trinta, A. F.; Costa, E. M. M."
"QMZF3SIB","Diet induced differences in carbon isotope fractionation between sirenians and terrestrial ungulates",2007,"Clementz, Mark T.; Koch, Paul L.; Beck, Cathy A."
"QXBFVHSI","Habitat analysis and exclusive bank feeding of the Antillean manatee (Trichechus manatus manatus L. 1758) in the Coswine Swamps of French Guiana, South America",2005,"Spiegelberger, T.; Ganslosser, U."
"JQ6XQWKW","Thyroid hormone concentrations in captive and free-ranging West Indian manatees (Trichechus manatus)",2000,"Ortiz, R. M.; MacKenzie, D. S.; Worthy, G. A. J."
"WM8Q3JGC","Phylogeography of the West Indian manatee (Trichechus manatus): how many populations and how many taxa?",1998,"Garcia-Rodriguez, A. I.; Bowen, B. W.; Domning, D.; Mignucci-Giannoni, A. A.; Marmontel, M.; Montoya-Ospina, R. A.; Morales-Vela, B.; Rudin, M.; Bonde, R. K.; McGuire, P. M."
"9VIE5WQ6","CEREBRAL POTENTIALS THROUGH ACOUSTIC STIMULATION SHOW HEARING IN THE MANATEE SIRENIA TRICHECHUS-INUNGUIS",1981,"H, BULLOCK T.; P, DOMNING D.; C, BEST R."
"6B3UZRT8","EVALUATION OF THE TECHNIQUES OF RADIO TRACKING AND FREEZE BRANDING OF THE MANATEE OF AMAZONIA TRICHECHUS-INUNGUIS MAMMALIA SIRENIA",1981,"C, BEST R.; G, MONTGOMERY G.; M, YAMAKOSHI"
"SP75NRM9","THE INFLUENCE OF FEEDING AND FASTING ON THE METABOLIC-RATE AND VENTILATION OF THE AMAZONIAN MANATEE (TRICHECHUS-INUNGUIS)",1986,"GALLIVAN, GJ; BEST, RC"
"A3IXPXZP","METABOLISM AND RESPIRATION OF THE AMAZONIAN MANATEE (TRICHECHUS-INUNGUIS)",1980,"GALLIVAN, GJ; BEST, RC"
"2KIEXHIN","Manatees as a naturalistic biological mosquito control method",1967,"MacLAREN, JAMES P."
"WXRB97QS","EVOLUTION OF MANATEES - A SPECULATIVE HISTORY",1982,"DOMNING, DP"
"Q68IBBUS","Manatees. Trichechus manatus Linnaeus, 1758; Trichechus senegalensis Link, 1795 and Trichechus inunguis (Natterer 1883).",1985,"Caldwell, D. K.; Caldwell, M. C."
"I9NJ7T9N","MANATEES OF GUIANA",1962,"BERTRAM, GCL; BERTRAM, CKR"
"J82BBMHK","Abundance and seasonal occurrence of cetaceans in outer continental shelf and slope waters of the north-central and northwestern Gulf of Mexico",2004,"Mullin, Keith D.; Hoggard, Wayne; Hansen, Larry J."
"JBWMCI5U","Records of the striped dolphin, Stenella coeruleoalba, stranded in South Carolina",1998,"McFee, Wayne E.; Robertson, Kelly M.; Lux, Cristi A."
"7JIRJM4H","Delphinid systematics and biogeography with a focus on the current genus Lagenorhynchus: Multiple pathways for antitropical and trans-oceanic radiation",2014,"Banguera-Hinestroza, Eulalia; Hayano, Azusa; Crespo, Enrique; Hoelzel, A. Rus"
"TPDD4KXX","Phylogeography and population dynamics of the white-sided dolphin (Lagenorhynchus acutus) in the North Atlantic",2014,"Banguera-Hinestroza, E.; Evans, P. G. H.; Mirimin, L.; Reid, R. J.; Mikkelsen, B.; Couperus, A. S.; Deaville, R.; Rogan, E.; Hoelzel, A. R."
"WT6F4TGR","Line transects, environmental data and GIS: cetacean distribution, habitat and prey selection along the Barents Sea shelf edge.",2009,"Skern-Mauritzen, Mette; Skaug, Hans Julius; Oien, Nils"
"QA6IPPPE","Insights into Genetic Diversity, Parentage, and Group Composition of Atlantic White-Sided Dolphins (Lagenorhynchus acutus) off the West of Ireland Based on Nuclear and Mitochondrial Genetic Markers",2011,"Mirimin, Luca; Banguera-Hinestroza, Eulalia; Dillane, Eileen; Hoelzel, Alan R.; Cross, Tom F.; Rogan, Emer"
"QT3XRIPT","Neuroanatomy and Volumes of Brain Structures of a Live California Sea Lion (Zalophus californianus) From Magnetic Resonance Images",2009,"Montie, Eric W.; Pussini, Nicola; Schneider, Gerald E.; Battey, Thomas W. K.; Dennison, Sophie; Barakos, Jerome; Gulland, Frances"
"NMJ4U4CR","Unsuspected organic pollutants in marine mammals: Halogenated naphthols",2005,"Saint-Louis, R.; Pelletier, E."
"8Q4QSEKK","MODULAR CONTROL OF VERTEBRAL MORPHOLOGY IN SECONDARILY AQUATIC TETRAPODS",2005,"Buchholtz, Emily"
"R3TX3AIK","Vertebral osteology and complexity in Lagenorhynchus acutus (Delphinidae) with comparison to other Delphinoid genera",2005,"Buchholtz, E. A.; Wolkovich, E. M.; Cleary, R. J."
"CIEI5KTU","Vertebral osteology in Delphinidae (Cetacea)",2004,"Buchholtz, E. A.; Schur, S. A."
"TB9EXKBE","Summer distribution and relative abundance of cetacean populations off north-west Scotland",2003,"Macleod, K.; Simmonds, M.P.; Murray, E."
"FGWMKK7E","Marine mammals from Northeast Atlantic: relationship between their trophic status as determined by delta C-13 and delta N-15 measurements and their trace metal concentrations",2003,"Das, K.; Beans, C.; Holsbeek, L.; Mauger, G.; Berrow, S. D.; Rogan, E.; Bouquegneau, J. M."
"KBF35AKZ","How whales influence herring school dynamics in a cold-front area of the Norwegian Sea",2002,"Nottestad, L.; Ferno, A.; Mackinson, S.; Pitcher, T.; Misund, O. A."
"K7GG2DD8","Species, tissue and gender-related organochlorine bioaccumulation in white-sided dolphins, pilot whales and their common prey in the Northwest Atlantic",2001,"Weisbrod, A. V.; Shea, D.; Moore, M. J.; Stegeman, J. J."
"EHEC82VJ","Behavior and ecology of the Atlantic white-sided dolphin (Lagenorhynchus acutus) in coastal New England waters",2001,"Weinrich, M. T.; Belt, C. R.; Morin, D."
"BTQ8S9JW","Cadmium-containing granules in kidney tissue of the Atlantic white-sided dolphin (Lagenorhyncus acutus) off the Faroe Islands",2001,"Gallien, I.; Caurant, F.; Bordes, M.; Bustamante, P.; Miramand, P.; Fernandez, B.; Quellard, N.; Babin, P."
"FW2QIUT7","The fate of cetacean carcasses in the deep sea: observations on consumption rates and succession of scavenging species in the abyssal north-east Atlantic Ocean",1998,"Jones, E. G.; Collins, M. A.; Bagley, P. M.; Addison, S.; Priede, I. G."
"IAQ3G5HZ","Summary of knowledge of white-sided dolphins (Lagenorhynchus acutus) from US and Canadian Atlantic waters",1997,"Palka, Debra; Read, Andrew; Potter, Charles"
"XGZC3M77","Concentrations and patterns of organic contaminants in Atlantic white-sided dolphins (Lagenorhynchus acutus) from Irish and Scottish coastal waters",1997,"McKenzie, C.; Rogan, E.; Reid, R. J.; Wells, D. E."
"V9TTTC4F","COOCCURRENCE OF CETACEANS AND SEABIRDS IN THE NORTHEAST ATLANTIC",1995,"SKOV, HS; DURINCK, J.; FINN, D.; BLOCH, D."
"Z9DQJHS4","STATUS OF THE ATLANTIC WHITE-SIDED DOLPHIN, LAGENORHYNCHUS-ACUTUS, IN CANADA",1992,"GASKIN, DE"
"F5CISFBQ","MECHANICAL-PROPERTIES OF VARIOUS MAMMALIAN TENDONS",1986,"BENNETT, MB; KER, RF; DIMERY, NJ; ALEXANDER, RM"
"T57X99N9","MASS STRANDINGS OF TOOTHED WHALES ODONTOCETI AS A POPULATION PHENOMENON",1982,"E, SERGEANT D."
"WGVIBXVA","THE SMALLER CETACEA OF EASTERN CANADIAN WATERS",1957,"SERGEANT, DE; FISHER, HD"
"8PJ4PCMM","THE DISTINCTIVE CHARACTER OF ZIPHIIDAE HEAD AND BLUBBER FATS",1976,"C, LITCHFIELD; J, GREENBERG A.; G, MEAD J."
"HJGK3ET9","A review of beaked whale behaviour and ecology in relation to assessing and mitigating impacts of anthropogenic noise",2006,"MacLeod, Colin D.; D'Amico, Angela"
"ESBBV4FV","Site fidelity, associations, and movements of Cuvier's (Ziphius cavirostris) and Blainville's (Mesoplodon densirostris) beaked whales off the island of Hawai'i",2007,"McSweeney, Daniel J.; Baird, Robin W.; Mahaffy, Sabre D."
"F2PRK6EW","Aspects of the distribution of Cuvier's beaked whale (Ziphius cavirostris) in relation to topographic features in the Pelagos Sanctuary (north-western Mediterranean Sea)",2007,"Moulins, Aurelie; Rosso, Massimillano; Nani, Barbara; Wurtz, Maurizio"
"CC893GBG","Site fidelity and association patterns in a deep-water dolphin: Rough-toothed dolphins (Steno bredanensis) in the Hawaiian Archipelago",2008,"Baird, Robin W.; Webster, Daniel L.; Mahaffy, Sabre D.; McSweeney, Daniel J.; Schorr, Gregory S.; Ligon, Allan D."
"NV29PJ64","Stranding of northern bottlenose whale in Bunnefjorden, Akershus.",2010,"Sandaas, Kjell"
"MW8MJ3R7","Spatial distribution patterns of southern bottlenose whales, Hyperoodon planifrons, near the South Shetland Islands, Antarctica",2010,"Santora, Jarrod A.; Brown, Emmel T."
"AI6SRV7P","Implication of life history strategies for prenatal investment in cetaceans",2011,"Huang, Shiang-Lin; Chou, Lien-Siang; Shih, Nien-Tsu; Ni, I.-Hsun"
"2QZHQ5Q9","Biology, Status, and Recovery Potential of Northern Bottlenose Whales (Hyperoodon ampullatus).",2013,"Anonymous"
"BNCBFSKH","Population analysis of Endangered northern bottlenose whales on the Scotian Shelf seven years after the establishment of a Marine Protected Area",2013,"O'Brien, Kristin; Whitehead, Hal"
"BZ3UC23F","Strandings of northern bottlenose whales, Hyperoodon ampullatus, in the north-east Atlantic: seasonality and diet",2014,"Fernandez, Ruth; Pierce, Graham J.; Macleod, Colin D.; Brownlow, Andrew; Reid, Robert J.; Rogan, Emer; Addink, Marian; Deaville, Robert; Jepson, Paul D.; Santos, M. Begona"
"NM42UTFD","Severity of Expert-Identified Behavioural Responses of Humpback Whale, Minke Whale, and Northern Bottlenose Whale to Naval Sonar",2015,"Sivle, Lise D.; Kvadsheim, Petter H.; Cure, Charlotte; Isojunno, Saana; Wensveen, Paul J.; Lam, Frans-Peter A.; Visser, Fleur; Kleivane, Lars; Tyack, Peter L.; Harris, Catriona M.; Miller, Patrick J. O."
"NAXE6ZTZ","Die Rohstoffe des Tierreichs",NA,"PAX, FERDINAND; ARNDT, WALTHER"
"NBZITTTI","Geographic and temporal variations in strandings of beaked whales (Ziphiidae) on the coasts of the UK and the Republic of Ireland from 1800-2002",2004,"MacLeod, Colin D.; Pierce, Graham J.; Santos, M. Begona"
"7JNUMDR2","Deep-ocean predation by a high Arctic cetacean",2004,"Laidre, K. L.; Heide-Jorgensen, M. P.; Jorgensen, O. A.; Treble, M. A."
"KHWARVDB","Click characteristics of northern bottlenose whales (Hyperoodon ampullatus)",2002,"Hooker, S. K.; Whitehead, H."
"J7ESDZWB","The northern bottlenose whale in the Faroe Islands, 1584-1993",1996,"Bloch, D.; Desportes, G.; Zachariassen, M.; Christensen, I."
"8CAFEFGI","New information on the southern bottlenose whale, Hyperoodon planifrons (Cetacea: Ziphiidae), from a recent stranding in Victoria, Australia",1994,"Dixon, Joan M.; Frigo, Lina; Moyle, Richard L. C."
"WF7RHWR4","STATUS OF THE NORTHERN BOTTLE-NOSED WHALE, HYPEROODON AMPULLATUS",1993,"REEVES, RR; MITCHELL, E.; WHITEHEAD, H."
"7ES2XIZN","Biosonar",2014,NA
"HE6JT86F","Status of the Northern Bottlenose Whale, Hyperoodon ampullatus, in the Gully, Nova Scotia",1997,"Whitehead, H.; Faucher, A.; Gowans, S.; McCarrey, S."
"DTAXVZD3","Uncertain status of the northern bottlenose whale Hyperoodon ampullatus: population fragmentation, legacy of whaling and current threats",2012,"Whitehead, Hal; Hooker, Sascha K."
"KK642JP5","Movements and distribution of northern bottlenose whales, Hyperoodon ampullatus, on the Scotian Slope and in adjacent waters",2004,"Wimmer, T.; Whitehead, H."
"FUWAUSNZ","Injury and Subsequent Healing of a Propeller Strike Injury to a Heaviside's Dolphin (Cephalorhynchus heavisidii)",2010,"Elwen, Simon H.; Leeney, Ruth H."
"8XC4Z58V","Diurnal movements and behaviour of Heaviside's dolphins, Cephalorhynchus heavisidii, with some comparative data for dusky dolphins, Lagenorhynchus obscurus",2009,"Elwen, Simon H.; Best, Peter B.; Reeb, Desray; Thornton, Meredith"
"XHSRJAKI","Near-shore distribution of Heaviside's (Cephalorhynchus heavisidii) and dusky dolphins (Lagenorhynchus obscurus) at the southern limit of their range in South Africa",2010,"Elwen, S. H.; Thornton, M.; Reeb, D.; Best, P. B."
"PVMQQ59H","Humpback whales off Namibia: occurrence, seasonality, and a regional comparison of photographic catalogs and scarring",2014,"Elwen, Simon H.; Tonachella, Nicolo; Barendse, Jaco; Collins, Tim; Best, Peter B.; Rosenbaum, Howard C.; Leeney, Ruth H.; Gridley, Tess"
"UQMG9SVT","Evidence of spatial structuring of eastern South Pacific humpback whale feeding grounds",2013,"Acevedo, J.; Haro, D.; Dalla Rosa, L.; Aguayo-Lobo, A.; Hucke-Gaete, R.; Secchi, E.; Plana, J.; Pastene, L. A."
"4MNDMIGH","Mother Knows Best: Occurrence and Associations of Resighted Humpback Whales Suggest Maternally Derived Fidelity to a Southern Hemisphere Coastal Feeding Ground",2013,"Barendse, Jaco; Best, Peter B.; Carvalho, Ines; Pomilla, Cristina"
"NX7BCFQP","Satellite tracking of Bryde's whales Balaenoptera edeni in the offshore western North Pacific in summer 2006 and 2008",2016,"Murase, Hiroto; Tamura, Tsutomu; Otani, Seiji; Nishiwaki, Shigetoshi"
"BJKBJ9GN","Against the current: an inter-oceanic whale migration event",2005,"Pomilla, C.; Rosenbaum, H. C."
"PKINAUZS","Inter-oceanic movement of an adult female humpback whale between Pacific and Atlantic breeding grounds off South America",2013,"Stevick, Peter T.; Allen, Judith M.; Engel, Marcia H.; Felix, Fernando; Haase, Ben; Neves, Mariana C."
"GJXU3CPK","A note on the movement of a humpback whale from Abrolhos Bank, Brazil to South Georgia",2006,"Stevick, Peter T.; De Godoy, Luiza Pacheco; McOsker, Megan; Engel, Marcia H.; Allen, Judith"
"TQ4MC6XN","Site fidelity of humpback whales (Megaptera novaeangliae Borowski, 1781) to the Magellan Strait feeding ground",2006,"Acevedo, Jorge A.; Aguayo-Lobo, Anelio; Pastene, Luis A."
"N9JMIS49","Migratory round-trip of individually identified humpback whales at the Strait of Magellan: clues on transit times and phylopatry to destinations",2008,"Capella, Juan J.; Gibbons, Jorge; Florez-Gonzalez, Lilian; Llano, Martha; Valladares, Carlos; Sabaj, Valeria; Vilina, Yerko A."
"FSTC3XAV","Population size and migratory connectivity of humpback whales wintering in Las Perlas Archipelago, Panama",2015,"Guzman, H. M.; Condit, R.; Perez-Ortega, B.; Capella, J. J.; Stevick, P. T."
"DUQI6WRE","Sei whale movements and behaviour in the North Atlantic inferred from satellite telemetry",2014,"Prieto, Rui; Silva, Mnica A.; Waring, Gordon T.; Gonalves, Joo M. A."
"JFHGV94X","The fin whale Balaenoptera physalus (L. 1758) in the Mediterranean Sea",2003,"Notarbartolo-di-Sciara, G.; Zanardelli, M.; Jahoda, M.; Panigada, S.; Airoldi, S."
"9QMTR6XA","Timing of migratory baleen whales at the Azores in relation to the North Atlantic spring bloom",2011,"Visser, Fleur; Hartman, Karin L.; Pierce, Graham J.; Valavanis, Vasilis D.; Huisman, Jef"
"F6UR6GHH","Historical observations of humpback and blue whales in the North Atlantic Ocean: Clues to migratory routes and possibly additional feeding grounds",2004,"Reeves, Randall R.; Smith, Tim D.; Josephson, Elizabeth A.; Clapham, Phillip J.; Woolmer, Gillian"
"PGJCGXWG","Migration redefined? Seasonality, movements and group composition of humpback whales Megaptera novaeangliae off the west coast of South Africa",2010,"Barendse, J.; Best, P. B.; Thornton, M.; Pomilla, C.; Carvalho, I.; Rosenbaum, H. C."
"2T9K9P3F","Highly dynamic fission-fusion species can exhibit leadership when traveling",2011,"Lewis, Jennifer S.; Wartzok, Douglas; Heithaus, Michael R."
"M26EWTUM","HIGH-LATITUDE-AREA COMPOSITION OF HUMPBACK WHALE COMPETITIVE GROUPS IN SAMANA BAY - FURTHER EVIDENCE FOR PANMIXIS IN THE NORTH-ATLANTIC POPULATION",1993,"CLAPHAM, PJ; MATTILA, DK; PALSBOLL, PJ"
"G55X34MD","HETEROGENEOUS DISTRIBUTION OF ORGANOCHLORINE CONTAMINANTS IN THE BLUBBER",1991,"AGUILAR, A.; BORRELL, A."
"4GXBNG4I","High PCB concentrations in free-ranging Pacific killer whales, Orcinus orca: Effects of age, sex and dietary preference",2000,"Ross, P. S.; Ellis, G. M.; Ikonomou, M. G.; Barrett-Lennard, L. G.; Addison, R. F."
"DAZNT8R9","Experimental field studies to measure behavioral responses of cetaceans to sonar",2016,"Southall, Brandon L.; Nowacek, Douglas P.; Miller, Patrick J. O.; Tyack, Peter L."
"9M9FVXWV","Extended seasonal occurrence of humpback whales in Massachusetts Bay",2014,"Murray, Anita; Rice, Aaron N.; Clark, Christopher W."
"VRRVJ86K","Extreme diving of beaked whales",2006,"Tyack, Peter L.; Johnson, Mark; Soto, Natacha Aguilar; Sturlese, Albert; Madsen, Peter T."
"9KAPUDKS","Evolutionary changes of the importance of olfaction in cetaceans based on the olfactory marker protein gene",2012,"Kishida, Takushi; Thewissen, J. G. M."
"3AA7V6W3","Evidence of a North Atlantic right whale Eubalaena glacialis mating ground",2013,"Cole, Timothy V. N.; Hamilton, Philip; Henry, Allison Glass; Duley, Peter; Pace, Richard M.; White, Bradley N.; Frasier, Tim"
"XX7Q38GE","Evidence of a North Atlantic right whale calf (Eubalaena glacialis) born in northeastern US waters",2009,"Patrician, Melissa R.; Biedron, Ingrid S.; Esch, H. Carter; Wenzel, Frederick W.; Cooper, Lindsay A.; Hamilton, Philip K.; Glass, Allison H.; Baumgartner, Mark F."
"PQJXGEF8","Evidence for ship noise impacts on humpback whale foraging behaviour",2016,"Blair, Hannah B.; Merchant, Nathan D.; Friedlaender, Ari S.; Wiley, David N.; Parks, Susan E."
"9FEEQVQK","Evidence of a seamount effect on aggregating visitors",2008,"Morato, Telmo; Varkey, Divya Alice; Damaso, Carla; Machete, Miguel; Santos, Marco; Prieto, Rui; Santos, Ricardo S.; Pitcher, Tony J."
"69HBS5S2","Evaluation of potential protective factors against metabolic syndrome in bottlenose dolphins: feeding and activity patterns of dolphins in sarasota bay, Florida.",2013,"Wells, Randall S.; McHugh, Katherine A.; Douglas, David C.; Shippee, Steve; McCabe, Elizabeth Berens; Barros, Nelio B.; Phillips, Goldie T."
"ZW7EINJQ","Estimating seasonal abundance trends and survival probabilities of humpback whales in Hervey Bay (east coast Australia)",1999,"Chaloupka, M.; Osmond, M.; Kaufman, G."
"4GQU85KJ","Estimating survival and abundance in a bottlenose dolphin population taking into account transience and temporary emigration",2009,"Silva, Monica A.; Magalhaes, Sara; Prieto, Rui; Santos, Ricardo Serrao; Hammond, Philip S."
"PRW37NMV","Estrous cycle characterisation and artificial insemination using frozen-thawed spermatozoa in the bottlenose dolphin (Tursiops truncatus)",2005,"Robeck, T. R.; Steinman, K. J.; Yoshioka, M.; Jensen, E.; O'Brien, J. K.; Katsumata, E.; Gili, C.; McBain, J. F.; Sweeney, J.; Monfort, S. L."
"XX5IW66F","Environmental forcing and Southern Ocean marine predator populations: effects of climate change and variability",2007,"Trathan, P. N.; Forcada, J.; Murphy, E. J."
"Q9HSDPWQ","Encounter rates and abundance of humpback whales (Megaptera novaeangliae) in Gerlache and Bransfield Straits, Antarctic Peninsula",2011,"Secchi, Eduardo R.; Rosa, Luciano Dalla; Kinas, Paul G.; Nicolette, Raquel F.; Rufino, Anne M. N.; Azevedo, Alexandre F."
"32A5BAG4","Estimates of humpback whale abundance off Kauai, 1989 to 1993: evaluating biases associated with sampling the Hawaiian Islands breeding assemblage",1998,"Cerchio, S."
"BMRTGJGI","Effects of seal predation on a modelled marine fish community and consequences for a commercial fishery",2016,"Houle, Jennifer E.; de Castro, Francisco; Cronin, Michelle A.; Farnsworth, Keith D.; Gosch, Martha; Reid, David G."
"7SIU5PZM","Effects of nature-based tourism and environmental drivers on the demography of a small dolphin population",2016,"Perez-Jorge, Sergi; Gomes, Ines; Hayes, Kirsty; Corti, Graham; Louzao, Maite; Genovart, Meritxell; Oro, Daniel"
"MZD3KTN6","Effects of Airgun Sounds on Bowhead Whale Calling Rates: Evidence for Two Behavioral Thresholds",2015,"Blackwell, Susanna B.; Nations, Christopher S.; McDonald, Trent L.; Thode, Aaron M.; Mathias, Delphine; Kim, Katherine H.; Greene, Charles R.; Macrander, A. Michael"
"PMUVADXU","Ecological drivers of change at South Georgia: the krill surplus, or climate variability",2012,"Trathan, P. N.; Ratcliffe, N.; Masden, E. A."
"DS7W3AWV","Mysterious bio-duck sound attributed to the Antarctic minke whale (Balaenoptera bonaerensis)",2014,"Risch, Denise; Gales, Nicholas J.; Gedamke, Jason; Kindermann, Lars; Nowacek, Douglas P.; Read, Andrew J.; Siebert, Ursula; Van Opzeeland, Ilse C.; Van Parijs, Sofie M.; Friedlaender, Ari S."
"AUKBUPNQ","Multilevel Societies of Female Sperm Whales (Physeter macrocephalus) in the Atlantic and Pacific: Why Are They So Different?",2012,"Whitehead, Hal; Antunes, Ricardo; Gero, Shane; Wong, Sarah N. P.; Engelhaupt, Daniel; Rendell, Luke"
"VFZFU7HH","Morphometric Body Condition Indices of Wild Florida Manatees (Trichechus manatus latirostris)",2016,"Harshaw, Lauren T.; Larkin, Iskande V.; Bonde, Robert K.; Deutsch, Charles J.; Hill, Richard C."
"B25WF55X","Morphology of the Nasal Apparatus in Pygmy (Kogia Breviceps) and Dwarf (K-Sima) Sperm Whales",2015,"Thornton, Steven W.; Mclellan, William A.; Rommel, Sentiel A.; Dillaman, Richard M.; Nowacek, Douglas P.; Koopman, Heather N.; Pabst, D. Ann"
"C2RVAHRZ","MORBILLIVIRUS INFECTION IN 2 SPECIES OF PILOT WHALES (GLOBICEPHALA SP) FROM THE WESTERN ATLANTIC",1995,"DUIGNAN, PJ; HOUSE, C.; GERACI, JR; EARLY, G.; COPLAND, HG; WALSH, MT; BOSSART, GD; GRAY, C.; SADOVE, S.; STAUBIN, DJ; MOORE, M."
"S8XZDIAH","Morphology of the lymph nodes in bottlenose dolphin (Tursiops truncatus) and striped dolphin (Stenella coeruleoalba) from the Adriatic Sea",2005,"Vukovic, S.; Lucic, H.; Gomercic, H.; Gomercic, M. D.; Gomercic, T.; Skrtic, D.; Curkovic, S."
"JM3K42A3","Morbillivirus infection in bottlenose dolphins: Evidence for recurrent epizootics in the western Atlantic and Gulf of Mexico",1996,"Duignan, P. J.; House, C.; Odell, D. K.; Wells, R. S.; Hansen, L. J.; Walsh, M. T.; StAubin, D. K.; Rima, B. K.; Geraci, J. R."
"WPX28N7D","Monitoring jaw movements: A cue to feeding activity",2004,"Ropert-Coudert, Y.; Kato, A.; Liebsch, N.; Wilson, R. P.; Muller, G.; Baubet, E."
"XAXGX6GS","Molecular characterization of novel mucosotropic papillomaviruses from a Florida manatee (Trichechus manatus latirostris)",2015,"Zahin, Maryam; Ghim, Shin-je; Khanal, Sujita; Bossart, Gregory D.; Jenson, Alfred B.; Joh, Joongho"
"HGGGSQHM","Modelling ship strike risk to fin, humpback and killer whales in British Columbia, Canada",2010,"Williams, Rob; O'Hara, Patrick"
"KEFQQQUT","Modulation of Whistle Production Related to Training Sessions in Bottlenose Dolphins (Tursiops truncatus) Under Human Care",2016,"Marulanda, Juliana Lopez; Adam, Olivier; Delfour, Fabienne"
"N2N7RSAX","Modeling the detection range of fish by echolocating bottlenose dolphins and harbor porpoises",2007,"Au, Whitlow W. L.; Benoit-Bird, Kelly J.; Kastelein, Ronald A."
"838EDPQ8","Modelling fine-scale distribution of the bottlenose dolphin Tursiops truncatus using physiographic features on Filicudi (southern Thyrrenian Sea, Italy)",2012,"Blasi, Monica F.; Boitani, Luigi"
"XMQ5ZKSS","Mitochondrial DNA variation among Eastern North Pacific gray whales (Eschrichtius robustus) on winter breeding grounds in Baja California",2003,"Goerlitz, D. S.; Urban, J.; Rojas-Bracho, L.; Belson, M.; Schaeff, C. M."
"D5BN6EQB","Metabolism of ingested lipids by North Atlantic right whales.",2008,"Swaim, Zachary T.; Westgate, Andrew J.; Koopman, Heather N.; Rolland, Rosalind M.; Kraus, Scott D."
"2A9646HE","Microsatellite genetic distances between oceanic populations of the humpback whale (Megaptera novaeangliae)",1997,"Valsecchi, E.; Palsboll, P.; Hale, P.; GlocknerFerrari, D.; Ferrari, M.; Clapham, P.; Larsen, F.; Mattila, D.; Sears, R.; Sigurjonsson, J.; Brown, M.; Corkeron, P.; Amos, B."
"PQ8NNR9U","Middle sized balaenopterid whale specimens (Cetacea : Balaenopteridae) preserved at several institutions in Taiwan, Thailand, and India",2006,"Yamada, Tadasu K.; Chou, Lien-Siang; Chantrapornsyl, Supot; Adulyanukosol, Kanjana; Chakravarti, Shyamal Kanti; Oishi, Masayuki; Wada, Shiro; Yao, Chou-Ju; Kakuda, Tsuneo; Tajima, Yuko; Arai, Kazumi; Umetani, Ayako; Kurihara, Nozomi"
"5IWZVC8N","Meridional patterns in the deep scattering layers and top predator distribution in the central equatorial Pacific",2010,"Hazen, Elliott L.; Johnston, David W."
"T6CSG5AA","Mercury, cadmium, zinc and copper concentrations and stable isotope ratios of carbon and nitrogen in tiger sharks (Galeocerdo cuvier) culled off Ishigaki Island, Japan",2015,"Endo, Tetsuya; Kimura, Osamu; Ogasawara, Hideki; Ohta, Chiho; Koga, Nobuyuki; Kato, Yoshihisa; Haraguchi, Koichi"
"DNF57W6A","Meta-analyses of whale-watching impact studies: comparisons of cetacean responses to disturbance",2016,"Senigaglia, V.; Christiansen, F.; Bejder, L.; Gendron, D.; Lundquist, D.; Noren, D. P.; Schaffar, A.; Smith, J. C.; Williams, R.; Martinez, E.; Stockin, K.; Lusseau, D."
"ZBF7APXR","Mercury, selenium and stable isotopes in four small cetaceans from the Southeastern Brazilian coast: Influence of feeding strategy",2016,"Baptista, Gilberto; Kehrig, Helena A.; Di Beneditto, Ana Paula M.; Hauser-Davis, Rachel A.; Almeida, Marcelo G.; Rezende, Carlos E.; Siciliano, Salvatore; de Moura, Jailson F.; Moreira, Isabel"
"WNZ9TTEG","Milk composition of franciscana dolphin (Pontoporia blainvillei) from Rio Grande do Sul, southern Brazil",2008,"Caon, Glauco; Secchi, Eduardo Resende; Capp, Edison; Kucharski, Luiz Carlos"
"2MS7BS98","Novel locomotor muscle design in extreme deep-diving whales",2013,"Velten, B. P.; Dillaman, R. M.; Kinsey, S. T.; McLellan, W. A.; Pabst, D. A."
"7IJKXZKT","North Atlantic right whales, Eubalaena glacialis, exposed to paralytic shellfish poisoning (PSP) toxins via a zooplankton vector, Calanus finmarchicus",2002,"Durbin, Edward; Teegarden, Gregory; Campbell, Robert; Cembella, Allan; Baumgartner, Mark F.; Mate, Bruce R."
"Z76BIV6B","North Pacific right whales (Eubalaena japonica) recorded in the northeastern Pacific Ocean in 2013",2015,"Sirovic, Ana; Johnson, Sarah C.; Roche, Lauren K.; Varga, Leah M.; Wiggins, Sean M.; Hildebrand, John A."
