"ZoteroID","Title","Publication Year","Author"
"RTNUFEQI","To what extent does life-history affect space utilization in marine top-predators?",2006,"Tremblay, Yann; Robinson, Patrick W.; Shaffer, Scott A.; Kappes, Michelle A.; McDonald, Birgitte; Crocker, Dan E.; Costa, Dan P."
"2WA2ZINX","BREEDING PERFORMANCE OF LAYSAN ALBATROSSES PHOEBASTRIA IMMUTABILIS IN A FOSTER PARENT PROGRAM",2014,"Young, Lindsay C.; Vanderwerf, Eric A.; Granholm, Cathy; Osterlund, Hob; Steutermann, Kim; Savre, Thomas"
"6WRQBPUH","Barcena Volcano, 1952: a 60-year report on the repopulation of San Benedicto Island, Mexico, with a review of the ecological impacts of disastrous events",2015,"Brattstrom, Bayard H."
"QGCZJU6K","Interactions of body shape, body size and stroke-acceleration patterns in costs of underwater swimming by birds",2002,"Lovvorn, J. R.; Liggins, G. A."
"JQHIUHRU","King eiders use an income strategy for egg production: a case study for incorporating individual dietary variation into nutrient allocation research",2010,"Oppel, Steffen; Powell, Abby N.; O'Brien, Diane M."
"DAIG5928","Composition and growth of King Eider ducklings in relation to egg size",2002,"Anderson, V. R.; Alisauskas, R. T."
"MAQ36RNK","SEASONAL MOVEMENT OF KING EIDERS BREEDING IN WESTERN ARCTIC CANADA AND NORTHERN ALASKA.",2012,"Dickson, D. Lynne"
"KIGI77DW","Changes in shorebird and eider abundance in the Rasmussen Lowlands, NWT",1998,"Gratto-Trevor, C. L.; Johnston, V. H.; Pepper, S. T."
"NDSIQEWN","Migration Ecology of Birds",2008,"Newton, I."
"ICVMD4H2","Fatty acid profiles of yolk lipids of five species of wild ducks (Anatidae) differing in dietary preference",2002,"Speake, B. K.; Surai, P. F.; Bortolotti, G. R."
"ITA5RAZE","Comments on the distribution and migration of birds in Foxe Basin, Northwest Territories",1960,"ELLIS, D. V.; EVANS, J."
"U8XW7ZZJ","Eighth preliminary list of recoveries of birds ringed in Greenland [In Danish with English summ.J",1959,"SALOMONSEN, FINN"
"MCMRJP2U","New Knowledge of Royal Oath Birds in West Greenland",2009,"Mosbech, Anders; Merkel, Flemming; Sonne, Christian"
"7249SKNA","Assigning king eiders to wintering regions in the Bering Sea using stable isotopes of feathers and claws",2008,"Oppel, Steffen; Powell, Abby N."
"N7IIM6WQ","Activity budgets of king eiders on the nesting grounds in spring.",1997,"Holcroft-Weerstra, Anne C.; Dickson, D. Lynne"
"SD9SAN88","The Voyage of the Vega round Asia and Europe, translated by A. Leslie.",1881,"Nordenskiold, A. E."
"76T2GZZB","IDENTIFICATION AND AGING OF 1ST-WINTER MALE KING EIDER",1987,"CHANDLER, RJ"
"TVNIVMTJ","Pechora Sea - an important moulting area for ducks in northwest Russia.",2002,"Isaksen, Kjell; Strom, Hallvard"
"NIUXX8WQ","Limits to benthic feeding by eiders in a vital Arctic migration corridor due to localized prey and changing sea ice",2015,"Lovvorn, James R.; Rocha, Aariel R.; Jewett, Stephen C.; Dasher, Douglas; Oppel, Steffen; Powell, Abby N."
"9R48QHCX","Age-specific in situ recruitment of female King Eiders estimated with mark-recapture",2014,"Alisauskas, Ray T.; Kellett, Dana K."
"UUZ3RC96","NESTING OF KING EIDERS, SOMATERIA-SPECTABILIS, AND SNOWY OWLS, NYCTEA-SCANDIACA, NEAR CAPE-CHURCHILL, MANITOBA",1988,"MOSER, TJ; RUSCH, DH"
"4F9GCCDF","Population Dynamics of King Eiders Breeding in Northern Alaska",2012,"Bentzen, Rebecca L.; Powell, Abby N."
"R6DKIQ5P","Using eggshell membranes as a non-invasive tool to investigate the source of nutrients in avian eggs",2009,"Oppel, Steffen; Powell, Abby N.; O'Brien, Diane M."
"FR6A33WA","Low abundance of king elder nests during low lemming years in northeast Greenland",2000,"Sittler, B.; Gilg, O.; Berg, T. B."
"XWXFRQFT","Evidence for wing molt and breeding site fidelity in King Elders",2006,"Phillips, L. M.; Powell, A. N."
"PCXA6T6M","The pink feather blush of the Roseate Tern",2006,"Hays, Helen; Hudon, Jocelyn; Cormons, Grace; Dicostanzo, Joseph; Lima, Pedro"
"WMXEWE87","Recoveries of Sterna dougallii (Montagu, 1813) in Bahia, Brazil, between 1995 and 2004",2004,"Lima, Pedro Cerqueira; Hays, Helen; de Cassia, Rita; Lima, Ferreira da Rocha; Cormons, Tom; Cormons, Grace; DiCostanzo, Joseph; dos Santos, Sidnei Sampaio"
"JZPTNXG7","Diet and foraging ecology of Roseate Terns and Lesser Noddies breeding sympatrically on Aride Island, Seychelles",2008,"Monticelli, David; Ramos, Jaime A.; Tavares, Paula C.; Bataille, Baptiste; Lepoint, Gilles; Devillers, Pierre"
"3EA2TD8U","Sterna dougallii Roseate Tern",2004,"Ratcliffe, Norman; Nisbet, Ian; Newton, Steve"
"68BRCGN2","VARIATIONS IN GROWTH OF ROSEATE TERN CHICKS",1995,"NISBET, ICT; SPENDELOW, JA; HATFIELD, JS"
"B7W4NB3S","Juvenile survival in a tropical population of roseate terns: interannual variation and effect of tick parasitism",2008,"Monticelli, David; Ramos, Jaime A.; Hines, James E.; Nichols, James D.; Spendelow, Jeffrey A."
"4DDPJ4UE","Estimation of sex-specific survival from capture-recapture data when sex is not always known",2004,"Nichols, J. D.; Kendall, W. L.; Hines, J. E.; Spendelow, J. A."
"ATHWUZDW","Spatial patterns of breeding parameters in tropical Roseate Terns differ from temperate seabirds",2002,"Ramos, J. A."
"FUHW8KFG","POSTFLEDGING SURVIVAL AND RECRUITMENT OF KNOWN-ORIGIN ROSEATE TERNS (STERNA-DOUGALLII) AT FALKNER ISLAND, CONNECTICUT",1991,"SPENDELOW, JA"
"6JICNIF2","Temporal Variation in Adult Survival Rates of Roseate Terns During Periods of Increasing and Declining Populations",2008,"Spendelow, Jeffrey A.; Hines, James E.; Nichols, James D.; Nisbet, Ian C. T.; Cormons, Grace; Hays, Helen; Hatch, Jeremy J.; Mostello, Carolyn S."
"NWMUVFM9","Three populations of non-breeding Roseate Terns (Sterna dougallii) in the Swain Reefs, Southern Great Barrier Reef, Australia",2005,"O'Neill, P.; Minton, C.; Ozaki, K.; White, R."
"3DJHNEKI","Contribution of research to management and recovery of the Roseate Tern: Review of a twelve-year project",1999,"Nisbet, I. C. T.; Spendelow, J. A."
"NNJFXXWM","Annual Recapture and Survival Rates of Two Non-Breeding Adult Populations of Roseate Terns Stema dougallii Captured on the Great Barrier Reef, Australia, and Estimates of their Population Sizes",2008,"O'Neill, Paul; Minton, Clive D. T.; Nisbet, Ian C. T.; Hines, James E."
"8WZAVXZ2","POSTBREEDING MOVEMENTS AND PREY SELECTION OF ROSEATE TERNS AT STRATTON ISLAND, MAINE",1994,"SHEALER, DA; KRESS, SW"
"ERT3FWC5","The New Breeding Range and Subpopulations of the Oriental Stork",2008,"Fen-Qi, He; Xiu-Hua, Tian; Hai-Ling, Yu; Shu-Yu, Zhu; Zhong-Jie, Zheng; Jian-Sheng, Lin"
"VIMMK5IR","Nest site selection by sympatric relict gull and brown-headed gull in Hongjiannao of Shaanxi Province, Northwest China",2012,"Qing-xiong, Wang; Hong, Xiao; Chao, Yang"
"RQC2SRMR","Breeding ecology of relict gull (Larus relictus) in Ordos of Inner Mongolia AR",1993,"Zhang, Yin-Sun; Ding, Wen-Ning; Chen, Rong-Bo; Wu, Yong; Liang, Shuan-Zhu"
"FTHP66XE","About some uncertainty of the distribution and taxonomy of Larus brunnicephalus and Larus relictus.",1998,"He, Fen-Qi; Zhang, Yin-Sun"
"MZF9N9MV","Low resolution of mitochondrial COI barcodes for identifying species of the genus Larus (Charadriiformes: Laridae)",2012,"Kwon, Young Soo; Kim, Ji Hong; Choe, Jae Chun; Park, Yung Chul"
"7VC2CT9F","Preliminary study of genetic diversity and population structure of the Relict Gull Larus relictus (Charadriiformes Laridae) using mitochondrial and nuclear genes",2016,"Yang, Chao; Lian, Ting; Wang, Qing-Xiong; Huang, Yuan; Xiao, Hong"
"55EKI4HR","The Biogeography of Globally Threatened Seabirds and Island Conservation Opportunities",2014,"Spatz, Dena R.; Newton, Kelly M.; Heinz, Reina; Tershy, Bernie; Holmes, Nick D.; Butchart, Stuart H. M.; Croll, Donald A."
"FB39P87G","The Influence of Dalai Lake Area Change on Waterbird Community.",2016,"Tian, Shan; Xu, Xianglong; Liu, Songtao; Zhang, Shuping"
"CQPRDJRQ","[Is the relict gull changing the areas in which it nests?]",2006,"Khrokov, V. V.; Knight, E."
"J7MTTSPS","NORTH VIETNAM A NEW PLACE OF FINDING OF LARUS-RELICTUS",1974,"M, AUEZOV E."
"Q2NBT4ZU","Brooding Behavior and Nestling Growth of Relict Gull in Hongjiannao, Shannxi Province",2013,"Qing-Xiong, Wang; Chao, Yang; Zheng, Liu; Cai-E, Hu; Hong, Xiao"
"Q75SEINM","Seasonal changes in the number of Relict Gull (Larus relictus) at Ebinur Lake, Western China",2010,"Ma, Ming; Chen, Ying; Bayahen, Kedeerhan; Hu, BaoWen; Li, Fei; Wu, JiaQing; Gao, Xiang; Mei, Yu"
"E3HKUAP4","Resolving the root of the avian mitogenomic tree by breaking up long branches",2007,"Slack, Kerryn E.; Delsuc, Frederic; McLenachan, Patricia A.; Arnason, Ulfur; Penny, David"
"EPFQPQMX","The avian phylogenomic project data",2014,"Zhang, G.; Li, B.; Li, C.; Gilbert, M. T. P.; Jarvis, E.; Wang, J."
"J96W9KCX","RED-THROATED LOON MONITORING IN THE SOUTHEAST BEAUFORT SEA REGION: 2007-2008 UPDATE.",2011,"Dickson, D. Lynne; Beaubier, Jessica"
"D3VSXB3T","Modelling climate change impacts on the distribution of breeding birds in Britain and Ireland.",2003,"Harrison, Paula A.; Vanhinsbergh, Des P.; Fuller, Robert J.; Berry, Pam M."
"5U4WGQ63","A study of visible bird migration in the delta of the Bojana-Buna. River (Montenegro/Albania) off the south-eastern coast of the Adriatic Sea in March 2010.",2014,"Sackl, Peter; Schneider-Jacoby, Martin; Stumberger, Borut"
"THFNGHJ4","Vertebrates of Pirttilahti Conservation Area, Urjala, at the turn of the millennium.",2002,"Kettunen, Jorma; Suoranta, Antero"
"3J6W8DDC","Inland fall migration of red-throated loons",2000,"Sherony, D. F.; Ewald, B. M.; Kelling, S."
"D54GSTX4","Exceptional observations and catches of migratory birds in spring 2006 on Greifswalder Oie.",2006,"Muetze, Matthias"
"F67FTDW2","General notes",1929,"ALDRICH, JOHN W.; al, Et"
"XBW77SMZ","Interesting and rare ornithological records in South Bohemia in 2012-2013.",2014,"Kubelka, Vojtech"
"33BH9ER5","Cadmium and lead levels of loons wintering in Korea.",2006,"Kim, Sang-Jin; Lee, Jong-Nam; Lee, Doo-Pyo"
"9FZK3XA6","Analyses concerning prey of divers on the basis of stomach contents - Examples from resting and wintering areas in the south-western Baltic.",2009,"Heinrich, D.; Schafstall, H.-W."
"399M9JSS","BREEDING RED THROATED DIVERS IN SHETLAND",1978,"BUNDY, G."
"TVJ9PCMB","Sterntaucher, unverwandt betrachtet.",1989,"Merz, E."
"MQNJR3EB","OBSERVATIONS ON ARCTIC AND RED-THROATED LOONS AT STORKERSEN POINT, ALASKA",1977,"BERGMAN, RD; DERKSEN, DV"
"5BURTFHI","Breeding distribution of red-throated diver and black-throated diver in Norway.",1985,"Roalkvam, R."
"2KQC6EG2","Winterbestand und Verbreitung der Wasservogel in der Schweiz. 1. Seetaucher, 1969/70 bis 1978/79.",1980,"Schifferli, L."
"U87PVS95","Red-throated loons (Gavia stellata) breeding in Alaska, USA, are exposed to PCBs while on their Asian wintering grounds",2009,"Schmutz, Joel A.; Trust, Kimberly A.; Matz, Angela C."
"5UC8E7MH","THE CHOICE OF FISHING LAKES BY THE RED-THROATED DIVER GAVIA-STELLATA AND BLACK-THROATED DIVER G-ARCTICA DURING THE BREEDING-SEASON IN SOUTH-WEST SWEDEN",1991,"ERIKSSON, MOG; SUNDBERG, P."
"JEIDUD8K","To analyse ringing recoveries in a national atlas - Examples from the Swedish project",2001,"Fransson, T."
"DQRBNBIQ","HABITAT CHARACTERISTICS AND POPULATION ESTIMATE OF BREEDING RED-THROATED LOONS, GAVIA-STELLATA, ON THE QUEEN-CHARLOTTE ISLANDS, BRITISH-COLUMBIA",1988,"DOUGLAS, SD; REIMCHEN, TE"
"929BKF2W","SIZE OF FISH CARRIED BY FLYING RED-THROATED DIVERS GAVIA-STELLATA TO NEARLY FLEDGED YOUNG IN NESTING TARN",1976,"A, NORBERG R.; M, NORBERG U."
"QK3WPIJJ","EFFECT OF NEST-SITE LOCATION ON REPRODUCTIVE SUCCESS OF RED-THROATED LOONS (GAVIA-STELLATA)",1993,"EBERL, C.; PICMAN, J."
"DCVX47I4","Brief observations on a pair of Red-throated Divers (Gavia stellata) nesting in East Greenland",1966,"HALL, A. B.; ARNOLD, G. P."
"W6JKKEUU","SPRING MIGRATION ROUTES OF COMMON LOONS, GAVIA-IMMER, THROUGH THE SAULT-STE-MARIE REGION OF THE GREAT-LAKES",1993,"SANDERS, CJ"
"TNPM4JPG","Survival of Adult Red-throated Loons (Gavia stellate) May be Linked to Marine Conditions",2014,"Schmutz, Joel A."
"N22QSR47","Real-time species distribution models for conservation and management of natural resources in marine environments",2016,"Skov, Henrik; Heinanen, Stefan; Thaxter, Chris B.; Williams, Adrian E.; Lohier, Sabine; Banks, Alex N."
"F47CCK9G","Food sources of wintering piscivorous waterbirds in coastal waters: A triple stable isotope approach for the southeastern Baltic Sea",2016,"Morkune, Rasa; Lesutiene, Jurate; Bariseviciute, Ruta; Morkunas, Julius; Gasiunaite, Zita R."
"R3NDVQBX","Breeding success of raft-nesting divers in Scotland",1996,"Merrie, T. D. H."
"EHZ98PSK","The breeding bird fauna in Lake Immeln, Skane, south Sweden, 1977.",1978,"Kjellen, N."
"QK9ES6FP","Host specificity and seasonality of helminth component communities in central European grebes (Podicipediformes) and loons (Gaviiformes)",2015,"Sitko, Jilji; Heneberg, Petr"
"T8EPNN2D","SOME MORPHO FUNCTIONAL CHARACTERISTICS OF THE JAW APPARATUS IN LOONS",1975,"P, KORZUN L.; YA, DZERZHINSKII F."
"NQZBKENS","Ergebnisse einer dreistundigen Planbeobachtung des Vogelzuges auf Helgoland am 29. Marz 1985.",1985,"Moritz, D.; Stuhmer, F."
"PNW95E3D","The migration of red-throated loon on Lake Ontario.",1995,"D'Anna, Willie"
"SIX9VBMZ","Monitoring marine birds of concern in the eastern Chukchi nearshore area (loons).",2012,"Schmutz, Joel A."
"4WNA8CNM","Seetaucher im Winter fur uns ""Binnenlander"" ein echtes Bestimmungsproblem!",1996,"Engelhardt, Christopher"
"73KSMKXQ","Diet of red-throated divers Gavia stellata reflects the seasonal availability of Atlantic herring Clupea harengus in the southwestern Baltic Sea",2009,"Guse, Nils; Garthe, Stefan; Schirmeister, Bernd"
"QV73EZRZ","The Red-throated Diver (Gavia stellata) in human-disturbed habitats - building up a local population with the aid of artificial rafts",2013,"Nummi, Petri; Vaananen, Veli-Matti; Pakarinen, Raimo; Pienmunne, Esa"
"HR3QGSIV","Proximate composition, energetic value, and relative abundance of prey fish from the inshore eastern Bering Sea: implications for piscivorous predators",2007,"Ball, Jeffrey R.; Esler, Daniel; Schmutz, Joel A."
"XQ62RRZJ","Fast and efficient: Postnatal growth and energy expenditure in an Arctic-breeding waterbird, the Red-throated Loon (Gavia stellata)",2015,"Rizzolo, Daniel J.; Schmutz, Joel A.; Speakman, John R."
"342N8X3V","Status of Red-throated Divers Gavia stellata in Britain in 2006",2009,"Dillon, Ian A.; Smith, Trevor D.; Williams, Stuart J.; Haysom, Susan; Eaton, Mark A."
"8ADZDF37","REPRODUCTIVE PHENOLOGY AND EARLY SURVIVORSHIP IN RED-THROATED LOONS, GAVIA-STELLATA",1988,"DOUGLAS, SD; REIMCHEN, TE"
"H8ISF376","Dynamics of breeding site choice of Red-throated Loon Gavia stellata - abandonments, new establishments and reoccupations",2013,"Eriksson, Mats O. G.; Ahlund, Matti"
"8CHMCSDB","The status and distribution of the Red-throated diver Gavia stellata in Britain in 1994",1997,"Gibbons, D. W.; Bainbridge, I. P.; Mudge, G. P.; Tharme, A. P.; Ellis, P. M."
"U4NA3EVU","Use of kernel density estimation and maximum curvature to set Marine Protected Area boundaries: Identifying a Special Protection Area for wintering red-throated divers in the UK",2012,"O'Brien, Susan H.; Webb, Andrew; Brewer, Mark J.; Reid, James B."
"SGIPV3UQ","Behaviour of black-throated diver Gavia aretica and red-throated diver Gavia stellata during autumn migration stopover",2007,"Polak, Marcin; Ciach, Michal"
"IQ7VUWH4","Factors influencing nest survival and productivity of Red-throated Loons (Gavia stellata) in Alaska",2014,"Rizzolo, Daniel J.; Schmutz, Joel A.; McCloskey, Sarah E.; Fondell, Thomas F."
"96SXCGX3","BREEDING BIOLOGY OF RED-THROATED LOONS IN THE CANADIAN BEAUFORT SEA REGION",1993,"DICKSON, DL"
"FIJXT2J3","Assessing the development of shorebird eggs using the flotation method: Species-specific and generalized regression models",2007,"Liebezeit, Joseph R.; Smith, Paul A.; Lanctot, Richard B.; Schekkerman, Hans; Tulp, Ingrid; Kendall, Steve J.; Tracy, Diane M.; Rodrigues, Robert J.; Meltofte, Hans; Robinson, Julie A.; Gratto-Trevor, Cheri; McCaffery, Brian J.; Morse, Julie; Zack, Steve W."
"Z4S2M24D","The animal world Central Siberia From: REF ZH BIOL, 1965, No. 71271. (Translation)",1964,"SYROECHKOVSKIL, E. E."
"SCHT6Q65","Trends in Abundance of Semipalmated Sandpipers: Evidence from the Arctic",2012,"Smith, Paul A.; Gratto-Trevor, Cheri L.; Collins, Brian T.; Fellows, Suzanne D.; Lanctot, Richard B.; Liebezeit, Joe; McCaffery, Brian; Tracy, Diane; Rausch, Jennie; Kendall, Steve; Zack, Steve; Gates, H. River"
"RUH8RAEE","A novel use of passive integrated transponder (PIT) tags as nest markers",2007,"Booms, Travis L.; McCaffery, Brian J."
"XTPBJIQU","[Limicole migration from June to August 1997 at Malkach Bay, Russian Far East.]",2009,"Doer, Daniel"
"VW36RICE","MIGRATION OF PALEARCTIC WADERS IN WALLACEA",1975,"N, WHITE C. M."
"EJSUTCMX","Marine bird and cetacean associations with bathymetric habitats and shallow-water topographies: implications for trophic transfer and conservation",2004,"Yen, P. P. W.; Sydeman, W. J.; Hyrenbach, K. D."
"M2BBGUTR","The ringing activity at the Ledskar bird station in 1957-1963 [Engl. summ.]",1965,"FREDGA, KARL; FRYCKLUND, INGEMAR"
"SHMTQSDQ","Seasonal abundance of shorebirds at the Guerrero Negro wetland complex, Baja California, Mexico",2011,"Carmona, Roberto; Arce, Nallely; Ayala-Perez, Victor; Danemann, Gustavo D."
"9DGVPWKQ","Wader populations at Zackenberg, high-arctic Northeast Greenland, 1996-2005",2006,"Meltofte, Hans"
"CC35656A","Mercury exposure and risk in breeding and staging Alaskan shorebirds",2016,"Perkins, Marie; Ferguson, Lisa; Lanctot, Richard B.; Stenhouse, Iain J.; Kendall, Steve; Brown, Stephen; Gates, H. River; Hall, Jeffery O.; Regan, Kevin; Evers, David C."
"H8MTTPJB","Using egg flotation and eggshell evidence to determine age and fate of Arctic shorebird nests",2006,"Mabee, T. J.; Wildman, A. M.; Johnson, C. B."
"48666TQZ","Use of Landsat TM imagery in determining important shorebird habitat in the outer Mackenzie delta, northwest territories",1996,"GrattoTrevor, C. L."
"ID424BT7","BREEDING SYSTEM OF TEMMINCKS STINT CALIDRIS-TEMMINCKII",1975,"O, HILDEN"
"ZQUQ5EWX","Large-scale monitoring of waders on their boreal and arctic breeding grounds in northern Europe",2015,"Lindstrom, Ake; Green, Martin; Husby, Magne; Kalas, John Atle; Lehikoinen, Aleksi"
"HEQZS9HR","Occurrence and habitat choice of waders in a high mountain sedimentation flat on Hardangervidda, South Norway",2009,"Ostbye, Eivind; Breiehagen, Torgrim; Mysterud, Ivar; Ostbye, Kjartan"
"6M42NDNT","Breeding habitat preference and nest success of Red-necked Phalaropes on Niglintgak Island, Northwest Territories",2008,"Walpole, Bree; Nol, Erica; Johnston, Vicky"
"PJPJAAQM","Managing for Migrants: The Gulf of Maine as a Global ""Hotspot"" for Long-Distance Migrants",2012,"Diamond, Antony W."
"WT3G9PHK","BIRDS OF THE NORTH-CENTRAL ALASKA PENINSULA, 1976-1980",1981,"GILL, RE; PETERSEN, MR; JORGENSEN, PD"
"FX3EV42C","OUT-OF-SEASON RED-NECKED PHALAROPES IN CENTRAL PANAMA",1989,"COOKE, RG; BUSH, M."
"4J6TVEP8","Unusual sighting reports. Series 56.",1986,"Mitchell, P."
"BJHKZEVD","SANDHILL CRANE USE OF NEST MARKERS AS CUES FOR PREDATION",1985,"REYNOLDS, JD"
"7GZ5TIPM","THE MIGRATION AND AESTIVATION OF THE RED-NECKED PHALAROPE IN EAST EUROPE",1989,"H, SCHIEMANN"
"4FX4XXCT","The Birds of British Baluchistan. Pt. ii.",1927,"Ticehurst, C. B."
"6TJJI666","Astonishing migration route of a Shetland red-necked phalarope.",2014,"Smith, Malcie; Okill, Dave"
"K5HTIK5A","[On the protection of birds in Japan. ]",1976,"Szczepanski, W."
"CF76XURI","Survey of contemporary knowledge of biogeochemistry. 3. The biogeo-chemistry of vertebrate excretion",1950,"HUTCHINSON, GEORGE EVELYN"
"BSKKH3DG","CURRENT AND HISTORICAL RECORDS OF PERUVIAN DIVING-PETREL PELECANOIDES GARNOTII (LESSON, 1828) (PROCELLARIIFORMES, PELECANOIDIDAE) IN PERU.",2011,"Figueroa, Judith; Suazo, Edith; Santillan, Luis"
"QINWS2WJ","Recent changes in the status and distribution of birds in Libya.",2005,"Gaskell, Jeremy"
"NKXC67GF","Satellite tracking migration route of great black-headed gulls breeding at Qinghai Lake, China.",2008,"Chu, Guozhong; Hou, Yunqiu; Zhang, Guogang; Liu, Dongping; Dai, Ming; Jiang, Hongxing; Zhang, Dehai"
"VT2CBX85","Die Stellung der dunklen Mowen (Adelarus) im natiirlichen (phyloge-netischen) System und ihre verwandtschaftlichen Be-ziehungen zu den anderen Mowengruppen",1935,"von BOETTICHER, HANS"
"C78AAX9C","THE SOCIALLY CONDITIONED MORTALITY IN THE COLONIES OF LARUS-ICHTHYAETUS .2. DYNAMICS AND RANGE OF JUVENILE MORTALITY IN COLONIES WITH DIFFERENT SPATIAL STRUCTURE",1982,"PANOV, EN; ZYKOVA, LY"
"JJBTQ4QP","[Mystery bird 129. The great black-headed gull Larus ichthyaetus.]",2010,"Barthel, Peter H."
"KQKNBIKF","Rare birds in the Czech Republic in 2012.",2013,"Vavrik, Martin"
"ENZSVF37","DISTRIBUTIONAL NOTES ON SOME UGANDA BIRDS",1971,"F, MANN C."
"B785MS7E","The survival of the chicks of great black-headed gull Larus ichthyaetus under natural and artificial conditions",1995,"Gauzer, M. E."
"7FKIC4WV","Shared predators and indirect trophic interactions: lemming cycles and arctic-nesting geese",2002,"Bety, J.; Gauthier, G.; Korpimaki, E.; Giroux, J. F."
"DTE9RNZH","Population and conservation status of gulls breeding in coastal Argentina.",2005,"Yorio, Pablo; Bertellotti, Marcelo; Garcia Borboroglu, Pablo"
"QQEA29CJ","Spatial patterns in the use of foraging areas and its relationship with prey resources in the threatened Olrog's Gull (Larus atlanticus)",2012,"Suarez, Nicolas; Retana, Maria Valeria; Yorio, Pablo"
"KQFT6B2D","Comparative habitat use by syntopic Kelp Gulls (Larus dominicanus) and Olrog's Gulls (L-atlanticus) in coastal Patagonia",2007,"Garcia-Borboroglu, Pablo; Yorio, Pablo"
"FVGACQM6","New breeding location for the Olrog's Gull Larus atlanticus in the Province of Buenos Aires, Argentina.",2002,"Rabano, Daniel; Borboroglu, Pablo Garcia; Yorio, Pablo"
"CZH8CXJG","ENTERIC BACTERIA IN OLROG'S GULL (LARUS ATLANTICUS) AND KELP GULL (LARUS DOMINICANUS) FROM THE BAHIA BLANCA ESTUARY, ARGENTINA",2013,"La Sala, Luciano F.; Petracci, Pablo F.; Randazzo, Viviana; Fernandez-Miyakawa, Mariano E."
"5CD99S3Q","Foraging patterns of breeding Olrog's Gull at Golfo San Jorge, Argentina",2004,"Yorio, P.; Quintana, F.; Gatto, A.; Lisnizer, N.; Suarez, N."
"ST3DJMKB","Modeling Extinction Risk for Seabirds in Brazil",2013,"Machado, Nathalia; Brito, Daniel; Loyola, Rafael Dias"
"AMTVPPE8","Predator behaviour and predation risk in the heterogeneous Arctic environment",2008,"Lecomte, Nicolas; Careau, Vincent; Gauthier, Gilles; Giroux, Jean-Francois"
"K7AWGUJ3","Feeding Behavior and Habitat Use in a Waterbird Assemblage at a Marine Wetland in Coastal Patagonia, Argentina",2008,"Gatto, Alejandro; Quintana, Flavio; Yorio, Pablo"
"CRSBZTMT","BREEDING BIOLOGY OF OLROG'S GULL IN BAHIA BLANCA ESTUARY, ARGENTINA",2011,"La Sala, Luciano F.; Perez, Andres; Martorelli, Sergio; Smits, Judit"
"W88KQ7J6","High trophic overlap within the seabird community of Argentinean Patagonia: a multiscale approach",2004,"Forero, M. G.; Bortolotti, G. R.; Hobson, K. A.; Donazar, J. A.; Bertelloti, M.; Blanco, G."
"EJM9J8TQ","COMMENTS OF PLUMAGES AND BEHAVIOR OF SCORESBYS GULL",1977,"P, DEVILLERS"
"I68FSJXH","Habitat and nest site characteristics of Olrog's Gull Larus atlanticus breeding at Bahia San Blas, Argentina",2001,"Yorio, P.; Rabano, D. E.; Friedrich, P."
"J4T7XQAG","Current status of the threatened Olrog's Gull Larus atlanticus: global population, breeding distribution and threats",2013,"Yorio, Pablo; Petracci, Pablo; Garcia Borboroglu, Pablo"
"T5VAX9JH","Mortality and injuries of Olrog's Gull (Larus atlanticus) individuals associated with sport fishing activities in Mar Chiquita coastal lagoon, Buenos Aires Province.",2009,"Beron, M. Paula; Favero, Marco"
"ABD98CV7","Newly discovered breeding sites of Olrog's Gull Larus atlanticus in Argentina",1997,"Yorio, Pablo; Punta, Gabriel; Rabano, Daniel; Rabuffetti, Fabian; Herrera, Gonzalo; Saravia, Jose; Friedrich, Pablo"
"VBESVPIK","Age-related prey selectivity and foraging efficiency of Olrog's Gulls (Larus atlanticus) feeding on crabs in their non-breeding grounds",2011,"Paula Beron, Maria; Garcia, German O.; Luppi, Tomas; Favero, Marco"
"VAX8PCT2","TEMPORAL CHANGES IN DIET AND PREY SELECTION IN THE THREATENED OLROG'S GULL LARUS ATLANTICUS BREEDING IN SOUTHERN BUENOS AIRES, ARGENTINA",2011,"Suarez, Nicolas; Valeria Retana, Maria; Yorio, Pablo"
"9D4KHBGI","Intestinal acanthocephaladiosis in Olrog's gulls (Larus atlanticus): Profilicollis chasmagnathi as possible cause of death",2007,"La Sala, Luciano F.; Martorelli, Sergio R."
"RH7J6VT3","Use of natural and anthropogenic resources by Olrog's Gull Larus atlanticus: implications for the conservation of the species in non-breeding habitats",2007,"Paula Beron, Maria; Favero, Marco; Gomez Laich, Agustina"
"9QHFZZF4","Nocturnal activity in breeding Olrog's Gulls (Larus atlanticus)",2005,"Yorio, P.; Suarez, N.; Quintana, F.; Gatto, A."
"PAI2BJB7","The diet of Olrog's Gull (Larus atlanticus) reveals an association with fisheries during the non-breeding season",2013,"Paula Beron, Maria; Seco Pon, Juan Pablo; Garcia, German O.; Paterlini, Carla A.; Mariano-Jelicich, Rocio; Favero, Marco"
"BF3UTV22","Diet of post-breeding Kelp Gulls (Larus dominicanus) in Nahuel Huapi Lake, Patagonia Argentina",2016,"Frixione, Martin G.; Alarcon, Pablo A. E."
"GZMIUN3W","Notes on the Northern Royal Albatross Diomedea sanfordi in south Brazil",2004,"Carlos, Caio Jose; Colabuono, Fernanda Imperatrice; Vooren, Carolus Maria"
"Z25I9H52","Records of vagrant bird species in Antarctica: new observations",2015,"Petersen, Elisa De Souza; Rossi, Liana Chesini; Petry, Maria Virginia"
"V575N59P","Eighteenth annual report of the Australian bird-banding scheme, June 1971 to June 1972.",1973,"Purchase, D."
